Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Male,No,0,Not Graduate,Yes,3251,1571,147,180,1.0,Rural,Y
Female,No,0,Not Graduate,Yes,2407,653,150,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,6663,0,157,360,0.0,Semiurban,N
Male,Yes,2,Graduate,No,3009,3382,124,360,1.0,Urban,Y
Female,Yes,2,Graduate,Yes,2624,753,103,360,0.0,Semiurban,N
Male,Yes,1,Graduate,No,1390,0,62,180,1.0,Rural,Y
Male,Yes,0,Graduate,Yes,3792,1247,115,360,0.0,Urban,N
Female,No,3+,Graduate,No,4793,1602,173,360,1.0,Semiurban,Y
Male,Yes,2,Not Graduate,No,5607,0,114,360,1.0,Rural,Y
Male,Yes,0,Not Graduate,No,7378,1997,138,360,1.0,Semiurban,Y
Female,Yes,2,Not Graduate,No,6317,0,173,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,4522,4066,176,360,0.0,Urban,N
Male,Yes,0,Graduate,No,4504,2285,96,180,1.0,Rural,Y
Male,No,3+,Graduate,No,6275,900,199,360,0.0,Urban,N
Female,No,0,Graduate,No,8181,382,206,180,1.0,Semiurban,Y
Male,No,1,Graduate,Yes,5315,1342,93,360,1.0,Urban,Y
Male,Yes,3+,Graduate,No,3827,2419,108,360,0.0,Rural,N
Female,Yes,2,Graduate,No,2517,1461,209,360,1.0,Urban,N
Female,Yes,0,Not Graduate,No,1386,1174,142,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,6665,1587,50,360,0.0,Semiurban,N
Male,No,0,Graduate,No,6444,594,80,360,0.0,Urban,N
Male,Yes,2,Graduate,No,6443,985,137,360,0.0,Semiurban,N
Female,Yes,1,Graduate,No,4678,0,91,360,0.0,Semiurban,N
Male,Yes,0,Graduate,No,8517,2960,129,360,1.0,Semiurban,Y
Male,Yes,3+,Graduate,No,3789,1948,151,360,0.0,Semiurban,N
Female,No,1,Graduate,No,7388,339,223,360,1.0,Urban,Y
Female,Yes,0,Graduate,Yes,4903,4348,135,360,0.0,Urban,N
Male,Yes,1,Graduate,No,3479,1630,203,360,1.0,Semiurban,Y
Female,Yes,2,Graduate,No,6481,0,221,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,Yes,6024,2785,221,240,1.0,Semiurban,Y
Female,No,0,Not Graduate,No,5892,2097,164,180,1.0,Semiurban,Y
Male,No,3+,Graduate,No,5203,2091,51,360,1.0,Rural,Y
Male,No,1,Graduate,No,4905,861,173,360,0.0,Urban,N
Female,No,1,Graduate,No,10970,2175,202,360,0.0,Semiurban,N
Male,Yes,1,Not Graduate,No,7960,1107,145,360,1.0,Semiurban,Y
Male,No,0,Not Graduate,Yes,6807,2333,237,360,1.0,Rural,Y
Female,Yes,0,Graduate,No,5279,0,192,360,1.0,Semiurban,Y
Female,Yes,1,Graduate,No,7517,849,178,360,1.0,Rural,Y
Male,No,0,Not Graduate,No,6294,4083,204,360,1.0,Urban,Y
Male,Yes,0,Graduate,Yes,5065,349,166,360,0.0,Semiurban,N
Male,No,3+,Graduate,No,4241,594,50,360,1.0,Semiurban,Y
Male,Yes,3+,Graduate,No,4797,828,125,360,1.0,Rural,Y
Male,Yes,2,Not Graduate,No,-2926,0,209,360,1.0,Urban,N
Male,No,3+,Not Graduate,No,5526,0,109,360,1.0,Urban,Y
Female,No,0,Graduate,No,3778,1154,138,360,1.0,Semiurban,Y
Male,Yes,3+,Graduate,No,8981,1703,97,360,1.0,Rural,Y
Male,Yes,0,Graduate,No,5048,1421,239,360,1.0,Semiurban,Y
Male,Yes,3+,Graduate,No,2027,1282,234,360,1.0,Semiurban,N
Female,Yes,3+,Not Graduate,No,4875,1564,105,360,0.0,Semiurban,N
Male,Yes,2,Graduate,Yes,2384,3034,157,360,1.0,Rural,Y
Male,No,3+,Graduate,No,6183,1214,115,360,1.0,Semiurban,Y
Male,Yes,1,Graduate,Yes,5727,638,180,180,1.0,Rural,Y
Male,No,0,Graduate,No,7394,1078,175,360,0.0,Urban,N
Male,Yes,1,Graduate,No,3022,2369,190,360,1.0,Urban,Y
Female,Yes,1,Graduate,No,5085,3618,166,360,0.0,Rural,N
Female,No,0,Graduate,No,1587,557,296,360,1.0,Semiurban,N
Male,Yes,2,Graduate,No,6753,1648,98,360,1.0,Urban,Y
Male,Yes,3+,Graduate,Yes,6297,2007,64,240,1.0,Urban,Y
Female,Yes,0,Graduate,No,6239,11,130,360,1.0,Semiurban,Y
Female,No,2,Graduate,Yes,5004,1530,71,120,1.0,Urban,Y
Male,No,3+,Not Graduate,Yes,6036,0,75,180,1.0,Semiurban,Y
Male,Yes,3+,Not Graduate,No,9010,0,99,360,0.0,Rural,N
Male,Yes,3+,Not Graduate,No,4287,2050,103,240,0.0,Urban,N
Male,Yes,1,Graduate,No,5346,924,102,360,1.0,Semiurban,Y
Female,No,3+,Not Graduate,No,2284,1803,175,360,1.0,Urban,Y
Female,No,2,Graduate,Yes,2829,1473,124,360,1.0,Rural,Y
Female,Yes,0,Graduate,No,5244,35,141,360,1.0,Urban,Y
Male,Yes,1,Graduate,No,7759,1432,194,360,1.0,Urban,Y
Male,Yes,2,Graduate,No,4359,0,111,360,0.0,Urban,N
Female,No,0,Graduate,No,4410,3586,136,360,0.0,Urban,N
Female,No,2,Graduate,No,3982,0,168,360,1.0,Urban,Y
Male,Yes,2,Graduate,Yes,3663,1206,52,360,0.0,Semiurban,N
Female,Yes,0,Graduate,No,5737,0,50,180,1.0,Rural,Y
Female,Yes,1,Graduate,No,1256,2355,167,360,1.0,Rural,Y
Male,No,2,Graduate,No,8202,1002,174,360,1.0,Rural,Y
Male,Yes,1,Graduate,No,3336,721,253,360,1.0,Semiurban,N
Male,No,0,Not Graduate,No,6804,2779,157,360,1.0,Semiurban,Y
Male,Yes,0,Not Graduate,No,1825,1544,190,360,1.0,Semiurban,N
Male,Yes,0,Graduate,No,6672,2274,140,360,1.0,Semiurban,Y
Female,Yes,3+,Graduate,No,6679,28,164,360,1.0,Rural,Y
Male,Yes,0,Graduate,No,5960,0,233,360,0.0,Rural,N
Male,Yes,2,Not Graduate,No,2513,1660,50,240,1.0,Semiurban,Y
Male,No,0,Graduate,No,5623,1021,170,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,2042,2439,256,360,1.0,Rural,N
Female,Yes,3+,Graduate,No,4368,1380,164,360,1.0,Rural,Y
Male,Yes,2,Graduate,No,7573,1807,232,360,1.0,Semiurban,Y
Male,No,0,Graduate,No,6991,0,118,360,0.0,Semiurban,N
Female,No,1,Not Graduate,No,5037,4332,148,360,1.0,Rural,Y
Male,Yes,0,Graduate,No,2562,1253,151,360,0.0,Semiurban,N
Male,No,1,Graduate,No,6613,2546,50,360,1.0,Urban,Y
Male,Yes,2,Not Graduate,No,5048,245,91,360,1.0,Urban,Y
Male,Yes,0,Not Graduate,No,-800,1962,95,360,0.0,Rural,N
Male,No,0,Graduate,No,6956,0,191,360,0.0,Rural,N
Male,No,0,Graduate,No,4939,2178,193,360,0.0,Urban,N
Male,No,3+,Graduate,Yes,8006,966,166,360,1.0,Semiurban,Y
Female,Yes,3+,Not Graduate,No,2261,1543,191,360,0.0,Rural,N
Male,Yes,0,Graduate,No,-2941,2546,141,360,0.0,Rural,N
Male,No,2,Not Graduate,Yes,5697,0,210,360,0.0,Urban,N
Male,Yes,0,Graduate,No,5728,473,150,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,773,2185,152,360,1.0,Semiurban,Y
Male,Yes,2,Graduate,No,2553,4647,136,360,0.0,Semiurban,N
Male,Yes,3+,Graduate,No,11888,1292,184,240,1.0,Semiurban,Y
Female,Yes,3+,Graduate,Yes,4235,2386,128,360,1.0,Semiurban,Y
Male,No,1,Graduate,No,6827,1339,198,360,1.0,Rural,Y
Male,Yes,0,Graduate,No,3373,4413,93,180,1.0,Urban,Y
Male,Yes,2,Not Graduate,No,-225,0,95,360,1.0,Semiurban,Y
Female,Yes,0,Graduate,Yes,4574,1641,184,360,1.0,Semiurban,Y
Male,No,1,Graduate,No,4335,0,145,360,0.0,Semiurban,N
Male,Yes,0,Graduate,Yes,4000,0,127,360,1.0,Semiurban,Y
Male,Yes,2,Graduate,No,4713,1946,194,360,1.0,Semiurban,Y
Female,No,0,Graduate,No,5660,1709,119,360,1.0,Rural,Y
Male,No,0,Graduate,No,4624,1072,139,360,1.0,Rural,Y
Female,No,3+,Not Graduate,No,1839,1340,219,360,1.0,Semiurban,N
Male,No,0,Graduate,No,6215,6147,226,360,1.0,Semiurban,Y
Male,Yes,1,Graduate,No,126,1112,228,360,1.0,Urban,N
Male,No,0,Graduate,Yes,-125,2265,135,360,0.0,Rural,N
Male,Yes,0,Graduate,No,6847,525,211,360,1.0,Urban,Y
Male,No,0,Graduate,No,6267,1942,102,360,1.0,Urban,Y
Male,No,0,Not Graduate,No,4856,1142,104,360,1.0,Semiurban,Y
Female,No,3+,Not Graduate,No,1511,884,50,360,1.0,Urban,Y
Male,No,0,Graduate,No,3230,4228,233,360,1.0,Urban,Y
Male,Yes,3+,Graduate,Yes,4343,3265,106,240,0.0,Rural,N
Male,Yes,1,Graduate,No,1010,1705,143,360,1.0,Semiurban,Y
Male,No,1,Graduate,No,3152,0,104,360,1.0,Rural,Y
Male,No,1,Graduate,No,6630,958,184,360,1.0,Urban,Y
Male,Yes,1,Graduate,No,8568,5554,131,360,1.0,Urban,Y
Male,Yes,2,Graduate,Yes,3951,1154,84,360,0.0,Urban,N
Female,Yes,0,Graduate,No,6891,3154,172,360,1.0,Rural,Y
Female,No,0,Graduate,No,214,3662,78,180,1.0,Urban,Y
Male,No,3+,Graduate,No,6648,1828,108,360,1.0,Semiurban,Y
Male,Yes,3+,Graduate,Yes,2990,237,50,360,1.0,Rural,Y
Male,Yes,3+,Graduate,No,5768,0,78,360,1.0,Urban,Y
Male,No,1,Not Graduate,No,4380,2526,158,360,1.0,Semiurban,Y
Male,No,2,Graduate,No,8301,277,51,360,1.0,Rural,Y
Male,Yes,1,Graduate,No,2813,1764,75,180,1.0,Semiurban,Y
Female,Yes,1,Graduate,No,6569,0,149,120,1.0,Urban,Y
Male,Yes,0,Not Graduate,No,4301,1102,122,360,1.0,Rural,Y
Male,Yes,1,Graduate,No,4604,1550,249,360,0.0,Semiurban,N
Male,Yes,0,Graduate,No,4540,1902,241,180,1.0,Semiurban,Y
Male,No,0,Graduate,No,2885,0,106,360,0.0,Urban,N
Male,No,3+,Graduate,No,4964,3295,177,360,0.0,Rural,N
Male,Yes,0,Not Graduate,No,4843,604,187,360,0.0,Rural,N
Male,No,0,Graduate,No,5603,0,120,360,1.0,Semiurban,Y
Female,Yes,0,Not Graduate,Yes,5211,1336,75,360,1.0,Semiurban,Y
Male,Yes,3+,Not Graduate,No,6994,1551,149,180,1.0,Urban,Y
Male,Yes,1,Not Graduate,No,7308,1740,141,360,1.0,Urban,Y
Male,Yes,1,Graduate,No,2373,3543,128,360,1.0,Rural,Y
Male,No,3+,Graduate,Yes,7171,1145,172,360,1.0,Urban,Y
Male,No,3+,Graduate,No,2034,1320,112,180,0.0,Rural,N
Female,Yes,0,Not Graduate,No,6469,0,92,360,1.0,Urban,Y
Female,Yes,2,Graduate,Yes,6549,2730,155,360,1.0,Semiurban,Y
Female,No,2,Graduate,No,221,1776,169,360,1.0,Semiurban,Y
Male,Yes,2,Graduate,No,5232,869,91,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,3828,0,196,360,1.0,Rural,Y
Male,No,3+,Not Graduate,Yes,3103,3666,61,360,1.0,Rural,Y
Male,Yes,1,Graduate,Yes,8377,0,121,360,1.0,Semiurban,Y
Female,Yes,0,Not Graduate,No,3365,613,137,180,1.0,Urban,Y
Male,Yes,1,Graduate,Yes,2984,2037,118,360,0.0,Semiurban,N
Male,No,0,Not Graduate,No,5189,0,121,360,1.0,Rural,Y
Male,Yes,0,Graduate,Yes,6713,0,243,360,0.0,Urban,N
Male,Yes,2,Graduate,No,4645,0,107,360,1.0,Rural,Y
Male,No,0,Not Graduate,Yes,7915,2581,272,360,1.0,Urban,N
Male,Yes,1,Graduate,No,6327,682,171,360,1.0,Semiurban,Y
Male,No,1,Not Graduate,No,-445,5890,154,360,1.0,Urban,Y
Female,Yes,0,Graduate,No,3676,8,173,360,1.0,Rural,Y
Female,No,3+,Graduate,No,3595,117,276,360,1.0,Urban,N
Male,Yes,0,Graduate,No,6198,651,100,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,-1562,1864,93,360,1.0,Rural,Y
Male,Yes,0,Graduate,No,11372,794,112,360,0.0,Rural,N
Male,Yes,0,Graduate,No,6327,2418,151,360,1.0,Rural,Y
Male,No,0,Graduate,No,5372,32,63,120,1.0,Rural,Y
Male,No,2,Graduate,No,7953,0,151,180,1.0,Urban,Y
Male,Yes,3+,Not Graduate,No,10859,0,234,360,1.0,Semiurban,Y
Male,Yes,0,Not Graduate,No,7176,0,157,360,1.0,Urban,Y
Male,No,2,Graduate,No,7372,722,135,360,1.0,Urban,Y
Male,No,2,Graduate,No,5326,1048,119,360,1.0,Semiurban,Y
Female,Yes,3+,Graduate,No,4646,552,194,360,0.0,Urban,N
Female,Yes,1,Graduate,No,3810,3365,108,360,1.0,Rural,Y
Male,Yes,0,Not Graduate,No,2934,3342,242,360,1.0,Rural,N
Female,No,0,Not Graduate,No,3282,997,246,360,1.0,Rural,Y
Male,Yes,2,Graduate,No,1623,0,162,360,1.0,Semiurban,Y
Female,Yes,3+,Not Graduate,No,4810,649,149,360,1.0,Semiurban,Y
Female,Yes,0,Graduate,No,788,600,201,360,1.0,Semiurban,N
Male,No,0,Not Graduate,Yes,5477,514,204,360,1.0,Semiurban,Y
Male,Yes,3+,Graduate,No,4909,453,109,360,1.0,Urban,Y
Male,Yes,3+,Graduate,No,5367,519,123,360,1.0,Rural,Y
Male,Yes,3+,Graduate,No,3694,920,83,360,1.0,Rural,Y
Male,Yes,2,Graduate,No,12692,546,170,180,1.0,Rural,Y
Male,Yes,0,Graduate,No,8400,1812,183,360,1.0,Semiurban,Y
Male,Yes,1,Not Graduate,No,1888,2040,82,360,1.0,Semiurban,Y
Female,Yes,2,Graduate,No,5582,134,127,360,1.0,Urban,Y
Female,Yes,0,Graduate,No,3479,3406,82,360,0.0,Urban,N
Male,Yes,1,Graduate,No,2463,29,105,360,0.0,Urban,N
Male,No,2,Graduate,No,1649,0,177,360,1.0,Urban,Y
Male,No,0,Graduate,No,6080,2071,113,240,1.0,Urban,Y
Male,Yes,2,Graduate,No,3296,273,134,360,1.0,Rural,Y
Female,No,1,Graduate,No,7419,1981,68,360,1.0,Semiurban,Y
Male,Yes,3+,Graduate,No,7484,0,159,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,8434,3588,147,360,1.0,Urban,Y
Male,Yes,0,Not Graduate,No,2869,2508,113,360,1.0,Rural,Y
Male,Yes,2,Not Graduate,No,6188,0,140,360,1.0,Rural,Y
Male,No,0,Graduate,No,6581,0,159,360,1.0,Semiurban,Y
Female,No,2,Graduate,No,3814,4008,109,120,1.0,Semiurban,Y
Male,No,2,Graduate,No,3070,393,76,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,9023,248,240,360,1.0,Rural,Y
Male,Yes,1,Graduate,No,5568,0,118,240,1.0,Semiurban,Y
Female,Yes,1,Graduate,No,6589,973,145,360,1.0,Urban,Y
Female,Yes,0,Graduate,No,2944,1158,200,120,1.0,Rural,N
Male,Yes,3+,Graduate,No,1951,2573,326,240,1.0,Urban,N
Male,Yes,3+,Graduate,No,3576,0,87,180,1.0,Rural,Y
Male,Yes,2,Not Graduate,Yes,4689,0,172,360,1.0,Semiurban,Y
Male,Yes,2,Not Graduate,No,2339,2176,114,360,1.0,Urban,Y
Female,No,1,Graduate,No,4975,3010,123,360,1.0,Urban,Y
Male,No,3+,Graduate,No,778,0,113,120,1.0,Urban,Y
Male,No,2,Not Graduate,No,2199,3122,93,360,1.0,Urban,Y
Male,Yes,2,Not Graduate,No,6677,1556,147,360,1.0,Urban,Y
Male,Yes,3+,Graduate,No,6509,3137,76,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,4020,1394,197,360,1.0,Urban,Y
Female,No,3+,Graduate,No,2455,0,152,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,2431,1272,171,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,4066,3090,126,360,1.0,Rural,Y
Male,No,0,Graduate,No,6611,159,131,360,1.0,Urban,Y
Male,Yes,3+,Graduate,No,7320,918,164,120,1.0,Rural,Y
Male,Yes,3+,Graduate,No,3758,1235,91,360,1.0,Semiurban,Y
Male,Yes,2,Not Graduate,No,2116,0,132,360,1.0,Semiurban,Y
Female,Yes,2,Graduate,No,5669,4007,107,360,0.0,Urban,N
Male,Yes,1,Graduate,No,2941,147,105,360,1.0,Rural,Y
Male,Yes,3+,Graduate,No,3704,2258,50,360,0.0,Semiurban,N
Male,Yes,1,Graduate,No,8313,1369,216,240,1.0,Semiurban,Y
Male,Yes,0,Not Graduate,No,7067,3386,115,360,1.0,Semiurban,Y
Female,No,0,Graduate,No,5394,2109,208,360,1.0,Semiurban,Y
Female,Yes,2,Graduate,No,1820,1147,203,360,1.0,Semiurban,N
Male,Yes,2,Graduate,No,5528,159,85,360,1.0,Rural,Y
Male,Yes,0,Graduate,No,7656,2696,95,360,1.0,Rural,Y
Male,No,0,Not Graduate,No,4060,0,278,360,1.0,Semiurban,N
Male,Yes,3+,Graduate,Yes,8377,2468,237,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,8231,0,148,360,1.0,Urban,Y
Male,No,2,Graduate,Yes,9159,3378,162,360,0.0,Semiurban,N
Male,No,3+,Graduate,Yes,5763,1741,118,360,1.0,Urban,Y
Male,Yes,1,Not Graduate,No,6468,2466,171,360,1.0,Rural,Y
Female,No,0,Not Graduate,No,8535,1622,114,360,1.0,Semiurban,Y
Male,Yes,2,Graduate,No,6118,0,50,240,1.0,Urban,Y
Male,Yes,3+,Graduate,No,3746,208,83,360,1.0,Rural,Y
Female,Yes,1,Not Graduate,No,3878,2508,151,360,1.0,Urban,Y
Male,Yes,3+,Not Graduate,No,5596,1749,93,240,1.0,Rural,Y
Male,No,0,Graduate,No,1773,3271,146,360,1.0,Urban,Y
Male,Yes,1,Graduate,No,4641,2104,96,360,0.0,Rural,N
Male,Yes,2,Graduate,No,7741,49,110,360,1.0,Rural,Y
Female,No,3+,Not Graduate,No,-478,305,192,360,0.0,Semiurban,N
Female,No,0,Graduate,No,8836,1654,162,360,0.0,Semiurban,N
Male,Yes,3+,Graduate,No,7805,0,149,360,1.0,Urban,Y
Male,Yes,1,Not Graduate,No,3850,4010,193,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,6358,2162,174,360,1.0,Urban,Y
Male,No,0,Graduate,Yes,5007,3340,222,120,1.0,Urban,Y
Male,No,3+,Graduate,No,8074,0,127,360,1.0,Urban,Y
Female,No,0,Graduate,Yes,7456,3366,128,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,1499,4847,84,180,1.0,Semiurban,Y
Female,Yes,0,Graduate,No,6468,0,128,360,1.0,Urban,Y
Male,Yes,3+,Graduate,No,4485,2657,198,360,0.0,Urban,N
